ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
BRN,Brunei Darussalam,WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,females; in school year 7
BRN,Brunei Darussalam,WPRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >=60 years old
BTN,Bhutan,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Pregnant women 1st dose at first contact, 2nd dose after one month interval"
BTN,Bhutan,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Pregnant women 1st dose at first contact, 2nd dose after one month interval"
BWA,Botswana,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9-Y13,"Females; standard 5 school students, 9-13 years out of school"
BWA,Botswana,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,"Females; standard 5 school students, 9-13 years out of school"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+W4,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+W4,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,"1st contact pregnancy, pregnant women, WCBA"
BWA,Botswana,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,"1st contact pregnancy, pregnant women, WCBA"
CAF,Central African Republic,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Femmes enceintes - 1er contact grossesse
CAN,Canada,AMRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,"Given in provinces/territories: x4 doses at M2, M4, M6, M18 in SK, MB, ON, NB, NS, NL, NT, NU; x1 dose at M18 in BC, AB, PE, YT; x1 dose at M12 in QC"
CAN,Canada,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>=Y18,and older persons >=Y65
CAN,Canada,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,>=Y50,"Schedule information was collected for healthy, previously immunized adults. Given as one dose in all jurisdictions at 65yrs+, except NU. In NU, one dose given to those 50+. In YK, given to all those 65+ and all residents of extended or intermediate care facilities and high-risk individuals."
CAN,Canada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,SUBNATIONAL,1st contact,"Schedule information was collected for healthy, previously immunized adults. Given in provinces/territories every 10 yr in BC, SK, MB, ON, NB, NS, YT, NU; x1 in at 50 yrs in QC"
CAN,Canada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,SUBNATIONAL,+Y10,"Schedule information was collected for healthy, previously immunized adults. Given in provinces/territories every 10 yr in BC, SK, MB, ON, NB, NS, YT, NU; x1 in at 50 yrs in QC"
CAN,Canada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,B_ADO_W,General/routine,SUBNATIONAL,Y15,Given in 3rd year of high school in QC
CAN,Canada,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,SUBNATIONAL,+Y10,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU."
CAN,Canada,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,SUBNATIONAL,1st contact,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU."
CAN,Canada,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,B_ADO_W,General/routine,SUBNATIONAL,Y11-Y16,"Given in provinces/territories: x1 in gr.9 in BC, AB, PE, NL, YT; x1 in gr.8 in SK; x1 in gr.7 in NB, NS, NT; x1 gr.6 in NU; x1 in gr.8 or 9 in MB; x1 at Y14-Y16 in ON"
CAN,Canada,AMRO,2023,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,"Given in provinces/territories: between Y4-Y6 in BC, SK, MB, ON, QC, NS, NL, NT, YT, NU (DTaPHibIPV sub in NL, NT if shortage); between Y4-Y5 in PE; at Y4 in AB, NB; and in province: QC catch-up in 3rd year secondary school"
CAN,Canada,AMRO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1,ADULTS,Adults,SUBNATIONAL,>=Y60,"Schedule information was collected for healthy, previously immunized adults. Given 2X in provinces: ON (65 to 70), PEI (60 and older), YT(65 to 79) and QC (80years and older) - 1st dose: Y60+/Y65to70/Y80+/Y65to79, 2nd dose: Y60+/Y65to70/Y80+/Y65to79"
CAN,Canada,AMRO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2,ADULTS,Adults,SUBNATIONAL,>=Y60,"Schedule information was collected for healthy, previously immunized adults. Given 2X in provinces: ON (65 to 70), PEI (60 and older), YT(65 to 79) and QC (80years and older) - 1st dose: Y60+/Y65to70/Y80+/Y65to79, 2nd dose: Y60+/Y65to70/Y80+/Y65to79"
CHE,Switzerland,EURO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2,ADULTS,Adults,NATIONAL,+M2,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1,ADULTS,Adults,NATIONAL,Y65,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CIV,Côte d'Ivoire,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,filles de 9 ans; le vaccin HPV chez les jeunes filles de 9 ans s'administre en une seule dose depuis septembre 2023 en cote D'ivoire
CIV,Côte d'Ivoire,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,filles de 9 ans; le vaccin HPV chez les jeunes filles de 9 ans s'administre en une seule dose depuis septembre 2023 en cote D'ivoire
CIV,Côte d'Ivoire,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CMR,Cameroon,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+M12,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+M12,1er contact grossesse - femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
COG,Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes - 1er contact grossesse
COK,Cook Islands,WPRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,HPV to Females; 9 years (2 doses)
COK,Cook Islands,WPRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,HPV to Females; 9 years (2 doses)
COL,Colombia,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COM,Comoros,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
COM,Comoros,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
COM,Comoros,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
COM,Comoros,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
COM,Comoros,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CPV,Cabo Verde,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,Enfants
CPV,Cabo Verde,AFRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10,"Filles de 10 ans, premier contact"
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Femme enceintes et adultes
CPV,Cabo Verde,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Femme enceintes et adultes
